genre,author,name,content,clean_content,cut_content
1,唐湜,浪游,在春日的晴光下飘然浪游，如一匹张着小翅膀的蛾虫，才咬破了茧壳飞向世界，在无涯渎的空间茫然浮动；过去了一次次爱慕、忧愁，光与影在心上飘成片混沌，从不向哪一片水波照影，只听取一个个春的邀请；在雨后新翠的林皋徘徊，携友伴跋涉过潺潺的溪泉，我不爱在时日的长河里激起哪一片水浪，哪一团晕眩！,,
1,唐湜,米尔顿,"米尔顿，诗人里的诗人，欧罗巴璀璨的歌诗星座上一颗最澄明、辉煌的星辰！在楼上渐近黄昏的朦胧里打开你挛生的《欢乐》与《沉思》，我仿佛回到了少年无邪的时日；像是有一声声出猎的号角，鸽笛样从黎明的光熹里响起，在我的耳唇边悄悄儿萦回；像是有一只只蝙蝠在回廊间幽深的薄暗里扑着肉翅飞翔，引我穿入了片深邃的意象；我也渐渐进入了你的十四行，听你呼唤坚定的克伦威尔去搏斗,举起双拳把自由的仇敌狠狠地揍;呵，你紫丁香似的诗那么芳香，你光耀的散文又那么雄恣奔放，给弑君者头上戴上了圣者的光芒;我似乎更伴着你去郊野散步，看你构思你雄伟的《乐园》诗章，你瞎了的眼眸可比黄昏更明亮；你就像那瞎眼的力士，你的参孙，要拿你的笔，你有力的凝思似弓弦,拉倒寻欢作乐的非利士人的宫殿！",,
1,唐湜,给方其,"我们相遇于各自的不幸里，我们的镣铐响起了我们的孤寂，我们的亲切的日子多么奇异，屈辱作了我们坚实的土地；每天二十四小时都面对自己，面对高大的墙，你的心是我的自私的镜子，映出了山、水，过去了的、快要来的白日，与更坚决有力的黑夜;从手的把握里传递温柔，沉默时自己包容了更大的世界，尊敬一切真诚的献身，你流了泪，从刑讯室里悲痛地回来，为什么人不能更坚定勇敢？牺牲的不应该是我,你恨你自己的眼睛与嘴，因为这一切泄露了你的空幻的聪明，你于是沉默在暴风雨的高塔，呼吸重洋外来的知识的力量，也感受更多时代的卑湿的气温，你贪婪地打开虔诚的心，为种植一切顽强的生命，你，奔走在一切未来的新节日，给清晨点燃了小小的亲切的火焰……现在，太阳下奇异地失去了你的影子，你又接受了一次沉默的旅行！",,
1,唐湜,背剑者,一切的街，转向黎明一切的窗，开向白日声音起来又起来，手臂举起又举起，当黑夜掩起耳朵宣判别人，就在他背后，时间吹起了审判的喇叭；舞蛇的臂给印上了死的诅咒，蒙着耻辱的文身人拖起了犁，淮南幽暗的黄昏，列车翻转了身，哪里有笙管哭泣的吹奏？我站在这里，这里是我的岗哨，雾的光晕里有一幅永恒的图画，江水壮阔地向南方流去，渡头的猩红的阳光、树影间，背剑的复仇者兀然挺身，船桨拨起了沉默的花朵!,,
1,唐湜,致歌者,"呵，欢乐的歌音之环，流云样飞过暗澹的寒林，似空中一片云雀的歌嗽，在黎明的天上播散着春汛;你，柔曼的玫瑰色的歌者，可是打郁金香的南方来的？你红色的唇间爆出了一片嫩黄色的蕊，嫩黄色的花，包孕着多少鸟的语言，水、风、小树林的对答！你，柔曼的玫瑰色的歌者，可是打地丁花的南方来的？稚气的少年像春来的小燕,在你的歌音之海里浮游，老年人听着，如御着风云，飞翔于忆念里春之林丘；你，柔曼的玫瑰色的歌者，可是打水仙花的南方来的？无望的盲者如在幽暗里听到了无涯的光明的祝福，被弃的少女，被弃的孤独者，得到了那遗忘里幸福的相濡；你，柔曼的玫瑰色的少女，可是打月季花的南方来的？呵,你紫丁香似的忧郁，化成了缤纷的音乐之雨，叫一切受难的灵魂沐浴着，涌出了圣洁的喜悦、欢愉；你，柔曼的玫瑰色的少女，可是打桃金娘的南方来的？那儿可有着快活的轻风，叫林苇吹奏岀天上的欢乐！",,
1,唐湜,茕茕的灯,你的足步踩上了沉默的泥土，你的眼光进入了我更沉默的眼窗；这世界上什么都太脆弱、飘忽，就你的温柔那么坚定而顽强；当你的光耀在我的眼前闪现，一下就摧毁了我心儿里的倦怠；我的灵魂里乃有了爱的饥渴，放射出无比诗意的光彩！这爱的启蒙，叫我长高了多少，呵，但丁，你怎么写下自己的新生？当天国、地狱在呼喊里一起消融，我的心是海湾里一盏茕茕的灯！,,
1,唐湜,诗,当汹涌的潮水退去，沙滩才能呈献光耀的排贝，诗如果可以在生活的土壤里伸根，它应该出现在生活的胜利里；果实是为了花的落去，闪烁的白日之后才能有夜晚的含蓄，如果人能生活在日夜的边际，薄光里将有一个新的和凝；看一天晴和，平野垂地而尽，灰色的鸽笛渐近、渐近，呵，苦难里我祈求一片雷火，烧焦这一个我，又烧焦那一个我：圆周重合，三角楔入，在自己之外又欢迎另一个自己！,,
1,唐湜,遗忘,我曾爱童年的天地如花，我曾爱遥远的幻想的金车，现在我蜕去这一切幻美的皮壳，都由于你的天真的吸引，你的力量；行动才是坚实的生命，美丽的思想等于生活的无力，我不愿学孱弱的尼釆，大声叫嚣要征服别人，却征服不了冰冷的自己；要摧毁那时间带来的在我们之间天天加厚的墙壁，跃到丰富的郊原，我将倚身于蟠结的大树：叶脉隐现于我的手掌，我的心也伸入沉默的土地，于是你如藤蔓缠绕了我阳光下水泉脉脉，一切溶入辽阔的遗忘！,,
1,唐湜,采茶的少女,"穿过郁郁的翠色山脉，采茶的歌声在蓝空飞扬，早晨的白雾渐渐消散，松针上泻满了闪闪金光；少女们手挽新的竹篮，上山顶茶园去采云雾茶，谷雨的节候没有到来，茶树上才长出毛尖嫩芽；她们一路上快活地歌唱，歌唱山中的欢乐、忧伤，也一起谈说着山间的爱情,如银色的溪流奔向春江；说山中的香樟、云杉就要在银溪中扎成排直放大江,雨前采摘的新茶也就要一担担挑到山下的河上；说山下镇上新来了花布，披上身就如披上片彩霞，不远的城里有银色凉鞋，穿上却不能越岭上山崖!说山中有谁爱上了平原，在小镇上找到个可爱的人，又有谁下山到城中上学，怕不会再惦记山中的树林；可静静的山间有四季鸟雀，柔和地吟唱鸯远的蓝天，有呼啸着谷风的高高杉林，秀挺得有如青翠的峰尖！呵，有竞秀的万壑千岩，披着片混沌的茫茫云气，有松柏的劲节、桃林的光灿，更湖上凝结着一片静谧；这儿远离奔竞的浮华，人们有朴实的阔大胸怀，山中的少女也那么温柔，可不会忘却最初的爱！穿过郁郁的翠色山脉，少女的歌声在蓝空飞扬，她们歌唱烈火似的爱恋，青春的欢乐就桃花样怒放！",,
1,唐湜,骚动的城,"洋油箱，孩子们拖着你，正如拖着锋利的犁，犁过大街，犁过城市的心脏，犁在人民的肩背上；罢市，喧嚣的呼喊起来了！罢工,城市的高大的建筑撼动了!昏黄的夜,街灯熄灭了，城市的眼睛熄灭了，城市的脉搏停止了，鬼影似的人们潮水般涌过来，拥过去，一阵风扫灭了城市的浮光；野狼似的卷风滚滚而来，店铺的门窗一一嗅寻着黄金的城市的鼻子随着闭上了，一切香与色——城市的诱惑，都给风吹散了；在戏院里喝彩的绅士淑女，猫似的溜走了，只把那尴尬脸的白鼻头小丑，穿着三不像的五色衣裳，剩在黑暗的空台上！物价从烟突里奔出，像黑烟一样望天上飞，洋油箱的声音播下了不灭的种子，这城市永远不会平静；呵，骚动的城，混乱的城，生活的犁拖着每个人的足步向城市的腹心奔去！",,
1,唐祈,北京抒情诗及其他,(1980—1981)叶笛——一个华裔美籍姑娘的诗我有黄昏的色彩我的肤色不是白的我是一片风中的叶笛我踩着海上的幻梦向你轻轻走来我是海，随着幻梦飘游扬起春天微笑的波澜我的每一滴水浸过亩边潮湿的黑泥变成你的树液在你的周身循环你是一棵树沉静的树身在崖岸挺立凝视黄昏飘过来的云朵含着深情的绿色的嘴唇向我把爱情轻轻诉说我有黄昏的色彩我是一片风中的叶笛我将带走你的梦你的梦，繁星丽天、银河璀璨你的梦，银铃似的笑声飞满崖岸你的梦，黎明的薄光从森林里升起我是一片风中的叶笛将带走你给我的希望——翠绿色的回忆圆明园断想一你这座死去的花园有着活的声音当春风把树林吹成绿色的琴弦二残断的大石柱像沉思的人在寂静的回忆里啮咬着火焰的伤痕三沉默的石雕图案镂刻着世纪留下的悲叹使少女纯洁的眼睛发暗四啊，不再存在的华贵的宫院深藏着多少奴婢的哀怨一直升向阳光照亮的云端五黄昏中荒芜的草坪弯曲的石径深入人们的心灵一道抹不掉的蛇形的阴影六历史的网织在你的心上尘土不能把回忆埋葬人民曾在土地上激烈抵抗七今天，人民强壮了将用坚白如玉的大理石建造一座东方花园的新城美的旋律——给北京体育学院艺术体操表演班同学的诗我走向大海远眺晚霞吸去了海面的喧嚣风的无形的手臂托住了海浪柔软的腰浪花露出白色的牙齿微笑——蓦然间我又看到了你的舞蹈那宽敞、辉煌的大厅淡绿色的聚光圈里你——一朵洁白的浪花从静寂中腾跳半空闪光的青春从裸露的健康的肌肤到轻盈弹跳的脚尖黑发旋转下一闪的笑席啊，人类的美从你的身体内升华海边，我才省悟你原是一朵轻盈的浪花成了亮光一道没有形体的亮光闪耀在人们的思想里用美的旋律将人的心灵净化,,
1,唐祈,北大荒短笛,"(1957—1958)黎明黎明，我们将乘火车到达，死寂的囚车里锁住了喧哗只有车轮声惶恐不安地响着喀嚓喀嚓……从暗夜的玻璃窗上一瞥旷野仿佛飘落着黑色的雪花茫茫的雪原上白雪践踏成一线泥泞留下一长串的脚印寂静、空旷、寒冷无数颗心纵然构成一座座冤狱痛苦很深、很深呵却没有叹息、呻吟等待着这些人的命运是原始森林中的苦役斧锯将锯断生命的年轮土地上无尽的耕耘呵犁头曾碾碎发亮的青春黎明的青色的光洁白的雪将为这些人作证虽然痛苦很深、很深呵却没有叹息、呻吟一长串的人们向荒无人烟的雪原行进土地呵，土地北大荒无边的黑土中午的太阳下，没有声息也许只要用无邪的手指轻柔地搔一下你袒露的肌肤你就会快乐地颤栗有时劲风来梳一回你小麦的长发你发岀欢悦的笑声,像大海的波涛远到无涯无际呵，土地，你是母亲你宽阔的胸怀总给人以希望、慰藉给人类捧出粮食、浆果、金黄的麦粒……呵，即使流放在祖国的土地上我也愿以无罪的血滴化成你春天溶溶的浆液水鸟水鸟从湖面起飞带着自由的愿望为了作愉快的旅行而飞翔它的头向前伸洁白的翅膀抖落霞光在云彩中消失了飞掠的形象呵，水鸟知道我在这里凝望我脚下的草场、柞树林、哨岗这绿色的监狱呵，禁锢着人的思想思想、难道是监禁得住的吗？如今希望并不全写在水上灰暗的云层终久挡不住太阳爱情——一位男歌唱家的回信从你的信札看得出来你没有遗忘我这个荒原的世界对一个“罪人”这样深情的爱每个字都像夏夜星星的眼睛即使为了忧伤悄悄闭合起来也在无声地撒落下温柔的关怀你的美妙的女高音也喑哑了却在我被禁止出声的歌喉中溢出悲哀但是我怎能解脱人生的不幸如一蓬苦艾我的政治生命中这场悲剧性的灾害我只能向你证明：感情越是痛苦和强烈我俩的爱情就越发坚贞如一块不变的磁铁。坟场荒凉的月亮岗一片乱坟场风悄悄吹过树梢把哀思留下给白杨赶车的姑娘扯起皮大驚蒙上忧伤的眼光把辕马缓缓绕过道旁割草的孩子放轻了脚步声响只有溪水静静流淌它听过死者们歌唱一个个木牌在土堆前默立风雨留下一行墨水的泪渍早霞拂去名字上的浓霜太阳出来依然闪闪发光呵，历史不会遗忘他们头颅里燃烧过理想周身还都是火焰却在黑土里埋葬旷野旷野的风息了秋天的芦苇在湖边摇曳像哀伤的琴弦呼唤那梦中颤栗的绿叶绿叶覆盖的浓荫下黑夜凝视着你黑亮的双眼望着异乡深秋的旷野托一只大雁系来你的思念思念像野火在我胸中燃烧但愿我流放在旷野的心啊能突然听到你倾心的话语我多么需要你，才忍受这痛苦的煎熬小湖岗的雨夜小湖岗淅淅沥沥的雨夜树叶向湖面无声飘落我多么需要你温柔的目光来照亮我这幽暗的一角我知道落叶会漂得很远自由自在漂在湖面死去这柞树构成的绿色监狱我的心只能像深夜灰暗的秋雨……",,
1,唐祈,敦煌组诗,"敦煌敦煌像一个梦幻世界却又是真实的存在敦煌从荒漠中走出来带着她那山崖上神秘的洞窟天梯牌坊金碧的神龛壁画佛的塑像伴随着地平线上初升的太阳召唤旅人们来自世界八方高高扬起赞美的手臂伸向天际摩登的男人女人黑色照相机沉醉的眼睛在燃烧披肩的金发站在洞窟里对着神谈话少女隔着空间叹息敦煌不是遥远的碎裂的星辰是一道辉煌亮光开拓着黑暗的戈壁走进瑰丽无比的层层宝库洞窟里藏了天上地下多少人生变故王子寻找九彩鹿有人用肉体去喂饿虎人们回想前生面临一片幽暗深邃的湖啊神奇的画卷是东方智慧的光束人性的美珍藏于神妙莫测的艺术瞧新来者被挤在街心花园旁迎面凝望反弹琵琶飞天的石像仿佛看见了自己心灵最美好的形象荒原上骆驼的铜铃丁当从丝路走向一望无际的远方阳光下摘棉桃的姑娘强壮的牧人他们是这里村碧城市的守护神世代守望三危山上人类的金冠敦煌莫高窟一排徘神秘的洞窟，在风沙的山上站立；我想起一队队来朝觐的使者，在举行它那无言的赞礼。我们看不见喧哗的仪式，金碧辉煌中活动着神的旨意，每尊塑像含着微笑，回忆当年繁闹的晨夕四周的城廓向沙漠悄悄逃逸，而莫高窟，披着阳光的碎金，宣扬人的智慧，从古到今……路过阳关从古城雉堞上一抹夕照我听见了历史无声的波涛古西域的乐音在风中飘我沉思如一棵静默的秋草天边一队骆驼的剪影把古城驮进了梦境月亮的幽光，像大钟敲响黑夜来了，我低下头想……珍珠——赠临摹壁画的H你这样年轻,美丽，总使我想起一颗珍珠，沉在深深的海底。幽暗的光线中你汲取色彩，梦幻，神奇——让所有存在的美——白鹿的角，翘起的象鼻，英俊的异国王子，胸脯丰满的供养人，统统唤起自己的生命，在新鲜的空气中舒畅地呼吸。呵，只凭你的手指间一支彩笔。你仿佛从波斯的夏夜醒来,又踩着恒河的浪花走来，你白嫩的双手牵着飞天飘舞的彩带……满怀爱情的羞涩和惊悸，呵，你描摹画中的飞天，看飞天壁画的人在看你。你低下头沉思，沉得很深，光线这么暗——真像一颗珍珠，在幽幽的海底……",,
